"Date","Open","High","Low","Close","Volume","Adjusted","Returns","Volume_Change","Price_Range","RSI"
2020-01-23,37.6166687011719,38.7999992370605,37.0400009155273,38.1466674804688,294765000,38.1466674804688,0.0046244130446067,-0.467691916498801,0.0461376691013528,81.5759074258672
2020-01-24,38.0419998168945,38.2573318481445,36.9506683349609,37.6546669006348,215304000,37.6546669006348,-0.0129814994190336,-0.314127445782749,0.034701236811673,78.7898328670616
2020-01-27,36.1326675415039,37.6293334960938,35.9519996643066,37.2013320922852,204121500,37.2013320922852,-0.0121123318578977,-0.0533355781378617,0.0450880045807541,76.2071868397669
2020-01-28,37.8993339538574,38.4539985656738,37.2053337097168,37.7933311462402,176827500,37.7933311462402,0.0157880927878611,-0.143540723692819,0.0330392907448501,77.2556539032175
2020-01-29,38.3793334960938,39.3199996948242,37.8286666870117,38.732666015625,267022500,38.732666015625,0.0245506647307914,0.412158243418272,0.0385032367049272,78.8483651720187
2020-01-30,42.1613311767578,43.3919982910156,41.2000007629395,42.7206687927246,435085500,42.7206687927246,0.0979995227007793,0.48820963898638,0.0513100002884195,83.9781213818727
2020-01-31,42.6666679382324,43.533332824707,42.1679992675781,43.3713340759277,235789500,43.3713340759277,0.015115867923964,-0.612603105649335,0.0314800913142006,84.6329536234111
2020-02-03,44.9126663208008,52.4093322753906,44.9013328552246,52,705975000,52,0.181445000867659,1.09664036825167,0.144384604233962,90.296724551934
2020-02-04,58.8639984130859,64.5993347167969,55.5919990539551,59.1373329162598,914082000,59.1373329162598,0.128618697028533,0.258340456864662,0.152312172677731,92.6950557924442
2020-02-05,54.8839988708496,56.3986663818359,46.9406661987305,48.9799995422363,726357000,48.9799995422363,-0.18845037343187,-0.229878653466368,0.193099229716196,67.2283958715793
2020-02-06,46.6613311767578,53.0553321838379,45.7999992370605,49.9306678771973,598212000,49.9306678771973,0.0192233585156898,-0.194096423324503,0.145308149384694,68.1114438084421
2020-02-07,48.7033348083496,51.3166656494141,48.6666679382324,49.8713340759277,255952500,49.8713340759277,-0.0011890304222133,-0.848953325786574,0.0531366918548257,67.9883096203566
2020-02-10,53.3333320617676,54.6660003662109,50.1599998474121,51.4186668395996,370338000,51.4186668395996,0.0305549043455802,0.369424221763641,0.0876335540331157,69.5350765836639
2020-02-11,51.2526664733887,52.234001159668,50.533332824707,51.6253318786621,175462500,51.6253318786621,0.00401120528575083,-0.746990757291808,0.0329425162623286,69.7453461623428
2020-02-12,51.8580017089844,52.6500015258789,50.8913345336914,51.1526679992676,180337500,51.1526679992676,-0.00919782856707796,0.0274047504114456,0.0343807480816579,68.5795013071975
2020-02-13,49.4560012817383,54.533332824707,49,53.5999984741211,394339500,53.5999984741211,0.0467343882730451,0.782382118124058,0.103233824295324,71.2584285707045
2020-02-14,52.4813346862793,54.1980018615723,52.3666687011719,53.335334777832,235405500,53.335334777832,-0.00494998666292146,-0.515902654356736,0.0343362082197252,70.5578136179616
2020-02-18,56.1066665649414,57.3333320617676,55.490665435791,57.2266654968262,245725500,57.2266654968262,0.0704209168261074,0.0429055002064054,0.0321994407673248,74.523918880852
2020-02-19,61.5666656494141,62.9853324890137,60.068000793457,61.1613311767578,381345000,61.1613311767578,0.0664951765319621,0.439489417963614,0.0476989568314901,77.7828612740873
2020-02-20,60.7966651916504,60.7999992370605,57.3293342590332,59.9606666564941,264523500,59.9606666564941,-0.0198263547776207,-0.365774382976618,0.0578823614138628,74.6449336629303
2020-02-21,60.46533203125,60.8706665039062,58.6966667175293,60.0666656494141,214722000,60.0666656494141,0.00176624804434145,-0.208585926036641,0.0361931158134489,74.7418118370903
2020-02-24,55.9333343505859,57.5666656494141,54.8133316040039,55.5859985351562,227883000,55.5859985351562,-0.0775236949346754,0.0594881711531592,0.0495328701106047,63.6677635530937
2020-02-25,56.5999984741211,57.1066665649414,52.466667175293,53.3273315429688,259357500,53.3273315429688,-0.0414823579720549,0.12937507948012,0.0870097800770274,58.9279795498491
2020-02-26,52.1666679382324,54.2206687927246,51.740665435791,51.9199981689453,211282500,51.9199981689453,-0.0267449495350172,-0.205011318271229,0.0477658598689425,56.1243554310204
2020-02-27,48.6666679382324,49.318000793457,44.5999984741211,45.2666664123535,364158000,45.2666664123535,-0.137133116290612,0.544391738833419,0.10422685594644,45.1803823843201
2020-02-28,41.9799995422363,46.03466796875,40.7680015563965,44.5326652526855,363343500,44.5326652526855,-0.0163479503274213,-0.0022391715764627,0.118265241536063,44.1573971512265
2020-03-02,47.4173316955566,49.5793342590332,45.7779998779297,49.5746688842773,302925000,49.5746688842773,0.10725702478591,-0.181863417697393,0.0766789666306599,52.169009516759
2020-03-03,53.6666679382324,53.7986679077148,47.740665435791,49.7006683349609,386760000,49.7006683349609,0.00253838509882343,0.244319095497762,0.121889758727096,52.3529766456854
2020-03-04,50.9306678771973,51.1013336181641,48.3153343200684,49.966667175293,225735000,49.966667175293,0.00533774622406691,-0.538442600708557,0.0557571568326113,52.7660063609611
2020-03-05,48.2513313293457,49.716667175293,47.8713340759277,48.3026657104492,162790500,48.3026657104492,-0.0338693767916474,-0.326897646849353,0.0382035457510172,49.8545583373246
2020-03-06,46,47.1333312988281,45.6180000305176,46.8986663818359,189943500,46.8986663818359,-0.0294975101354766,0.154262561459241,0.0323107539129821,47.4743669604887
2020-03-09,40.3593330383301,44.2000007629395,40.3333320617676,40.533332824707,256105500,40.533332824707,-0.14586457137702,0.298862809444138,0.0953947882325372,38.499952075599
2020-03-10,43.9620018005371,44.533332824707,40.533332824707,43.0219993591309,233916000,43.0219993591309,0.0595869295516835,-0.090627392408809,0.0929756882428815,43.0340658018742
2020-03-11,42.6800003051758,43.5719985961914,40.8666687011719,42.2820014953613,199837500,42.2820014953613,-0.0173500989279729,-0.157457540260996,0.0639830140329645,42.0415350726971
2020-03-12,38.726001739502,39.6333312988281,36.4166679382324,37.3699989318848,283636500,37.3699989318848,-0.123493284024087,0.350188952483261,0.086076089176743,36.0911496101385
2020-03-13,39.6666679382324,40.5046653747559,33.466667175293,36.441333770752,339604500,36.441333770752,-0.0251645413614754,0.180088216458518,0.193132288838221,35.0802354354073
2020-03-16,31.2999992370605,32.9913330078125,29.4780006408691,29.6713333129883,307342500,29.6713333129883,-0.2055223021755,-0.0998189443248982,0.118408307772453,28.7566177788931
2020-03-17,29.3339996337891,31.4566669464111,26.3999996185303,28.6800003051758,359919000,28.6800003051758,-0.0339813450061213,0.157916245225966,0.176313363810122,27.9617711562387
2020-03-18,25.9333324432373,26.9906673431396,23.3673324584961,24.0813331604004,356793000,24.0813331604004,-0.174763043660033,-0.00872322445453833,0.150462387630673,24.5691679378405
2020-03-19,24.9799995422363,30.1333332061768,23.8973331451416,28.5093326568604,452932500,28.5093326568604,0.168794512602861,0.238587326078608,0.218735392234253,32.9988452556414
2020-03-20,29.2133331298828,31.7999992370605,28.3859996795654,28.5020008087158,424282500,28.5020008087158,-0.00025720668994289,-0.0653436008027697,0.119781049071163,32.992270723675
2020-03-23,28.9066677093506,29.466667175293,27.3666667938232,28.9526672363281,246817500,28.9526672363281,0.0156880436656941,-0.541750309820248,0.0725321907072785,33.8644930795773
2020-03-24,31.8199996948242,34.2459983825684,31.6000003814697,33.6666679382324,343428000,33.6666679382324,0.150845933651712,0.33032828556998,0.078593997064194,42.3218176541539
2020-03-25,36.3499984741211,37.1333312988281,34.0740013122559,35.9500007629395,318340500,35.9500007629395,0.0656208394468645,-0.075855918056682,0.0850995805743098,45.9286798121061
